"time","DOC.x","DOC.y","Cs","X"
0,8.867,8.867,4.284,"JBHF"
0.05,8.8269,9.33141486849856,3.81958513150143,"JBHF"
0.22,9.726,7.75097764800786,5.40002235199213,"JBHF"
0.3,8.0349,7.60733874763412,5.54366125236588,"JBHF"
1.05,7.872,7.604547242995,5.54645275700499,"JBHF"
6.05,7.2459,7.604547242995,5.54645275700499,"JBHF"
12.05,7.3149,7.604547242995,5.54645275700499,"JBHF"
24.05,7.2519,7.604547242995,5.54645275700499,"JBHF"
0,8.385,8.385,4.5,"JBHS"
0.05,6.4179,6.90694088124585,5.97805911875415,"JBHS"
0.22,6.5889,5.38818871690397,7.49681128309603,"JBHS"
0.3,5.307,4.95933390003015,7.92566609996985,"JBHS"
1.05,5.1021,4.86321206826761,8.02178793173239,"JBHS"
6.05,4.7049,4.86321205346015,8.02178794653985,"JBHS"
12.05,4.6569,4.86321205346015,8.02178794653985,"JBHS"
24.05,4.659,4.86321205346015,8.02178794653985,"JBHS"
0,0.07702,0.07702,4.242,"JBLF"
0.05,0.6699,0.680534710251221,3.63848528974878,"JBLF"
0.22,0.9876,0.93867379327434,3.38034620672566,"JBLF"
0.3,0.8184,0.934772337243788,3.38424766275621,"JBLF"
1.05,0.9498,0.933994968642755,3.38502503135724,"JBLF"
6.05,0.9276,0.933994968567555,3.38502503143244,"JBLF"
12.05,1.0224,0.933994968567555,3.38502503143244,"JBLF"
24.05,1.0989,0.933994968567555,3.38502503143244,"JBLF"
0,0.10532,0.10532,4.5,"JBLS"
0.05,0.6909,0.689153524424139,3.91616647557586,"JBLS"
0.22,0.9822,0.97298979366223,3.63233020633777,"JBLS"
0.3,0.8697,0.981251460080256,3.62406853991974,"JBLS"
1.05,0.9078,0.982890051588691,3.62242994841131,"JBLS"
6.05,1.0347,0.98289005173292,3.62242994826708,"JBLS"
12.05,1.0977,0.98289005173292,3.62242994826708,"JBLS"
24.05,1.1262,0.98289005173292,3.62242994826708,"JBLS"
0,8.78,8.78,2.0298,"TAHF"
0.05,9.018,9.32383684212911,1.48596315787089,"TAHF"
0.22,10.7529,10.0559341217443,0.753865878255739,"TAHF"
0.3,10.4019,10.0219373647008,0.787862635299199,"TAHF"
1.05,9.1161,9.76361151085926,1.04618848914075,"TAHF"
6.05,9.231,9.26359753530657,1.54620246469335,"TAHF"
12.05,9.243,9.22552559101609,1.58427440898374,"TAHF"
24.05,9.405,9.22378550618033,1.58601449381949,"TAHF"
0,8.413,8.413,1.93,"TAHS"
0.05,7.4481,8.40808768248198,1.93491231751802,"TAHS"
0.22,8.5401,8.26820500771812,2.07479499228187,"TAHS"
0.3,8.4039,8.08007579215633,2.26292420784366,"TAHS"
1.05,6.945,7.12875142544924,3.21424857455075,"TAHS"
6.05,6.8721,6.73382665002372,3.60917334997626,"TAHS"
12.05,6.7329,6.73371536253582,3.60928463746416,"TAHS"
24.05,6.996,6.73371535642394,3.60928464357607,"TAHS"
0,0.12164,0.12164,2.0298,"TALF"
0.05,0.9993,1.01381968521795,1.13762031478205,"TALF"
0.22,1.4343,1.37559314309221,0.77584685690779,"TALF"
0.3,1.2189,1.37196860519064,0.77947139480936,"TALF"
1.05,1.2765,1.37125513426982,0.780184865730179,"TALF"
6.05,1.4328,1.37125513420556,0.78018486579444,"TALF"
12.05,1.5318,1.37125513420556,0.78018486579444,"TALF"
24.05,1.6308,1.37125513420556,0.78018486579444,"TALF"
0,0.12432,0.12432,1.9686,"TALS"
0.05,0.651,0.727199650272204,1.3657203497278,"TALS"
0.22,1.3077,1.11196227691354,0.980957723086461,"TALS"
0.3,1.0086,1.05408339122561,1.03883660877439,"TALS"
1.05,0.9192,1.01386132437197,1.07905867562803,"TALS"
6.05,1.0371,1.01385189803499,1.07906810196501,"TALS"
12.05,1.1325,1.01385189803499,1.07906810196501,"TALS"
24.05,1.1304,1.01385189803499,1.07906810196501,"TALS"
0,3.0025,3.0025,1.0149,"WCHF"
0.05,6.013,3.81992006366767,0.19747993633233,"WCHF"
0.22,2.539,3.8180994869019,0.199300513098102,"WCHF"
0.3,2.669,3.6414704168922,0.375929583107796,"WCHF"
1.05,2.779,2.90280529345531,1.11459470654468,"WCHF"
6.05,2.74575,2.72923441843044,1.28816558156955,"WCHF"
12.05,2.799,2.72923169409255,1.28816830590745,"WCHF"
24.05,2.679,2.72923169408788,1.28816830591213,"WCHF"
0,2.9545,2.9545,0.939266667,"WCHS"
0.05,5.465,3.68014721203269,0.213619454967311,"WCHS"
0.22,1.873,3.56040829089945,0.333358376100547,"WCHS"
0.3,1.9445,3.26317424420662,0.63059242279338,"WCHS"
1.05,2.094,2.10472995475362,1.78903671224638,"WCHS"
6.05,1.9665,1.88299985500206,2.01076681199795,"WCHS"
