"time","DOC.x","DOC.y","Cs","X"
12.05,1.8535,1.88299872862765,2.01076793837235,"WCHS"
24.05,1.7755,1.88299872862716,2.01076793837284,"WCHS"
0,0.04185,0.04185,0.995,"WCLF"
0.05,0.6981,0.534563175871763,0.502286824128237,"WCLF"
0.22,0.314,0.392062720060331,0.644787279939669,"WCLF"
0.3,0.3227,0.391312083443868,0.645537916556132,"WCLF"
1.05,0.3475,0.391311906125265,0.645538093874734,"WCLF"
6.05,0.43725,0.391311906125265,0.645538093874734,"WCLF"
12.05,0.47495,0.391311906125265,0.645538093874734,"WCLF"
24.05,0.47775,0.391311906125265,0.645538093874734,"WCLF"
0,0.0721,0.0721,0.932833333,"WCLS"
0.05,0.8539,0.993385292781309,0.0115480402186901,"WCLS"
0.22,0.31065,0.642670056117281,0.362263276882717,"WCLS"
0.3,0.33325,0.423709551853932,0.581223781146067,"WCLS"
1.05,0.30685,0.329703187164608,0.675230145835391,"WCLS"
6.05,0.35605,0.329702001497475,0.675231331502523,"WCLS"
12.05,0.3913,0.329702001497475,0.675231331502523,"WCLS"
24.05,0.3769,0.329702001497475,0.675231331502523,"WCLS"
0,3.103,3.103,1.048066667,"WIHF"
0.05,3.34575,3.15427451631596,0.996792150684042,"WIHF"
0.22,3.3295,3.27113322973858,0.879933437261417,"WIHF"
0.3,3.2265,3.279766434365,0.871300232635004,"WIHF"
1.05,3.36,3.35037350290019,0.800693164099819,"WIHF"
6.05,3.567,3.55114947666642,0.599917190333595,"WIHF"
12.05,3.588,3.59116826193041,0.559898405069607,"WIHF"
24.05,3.64,3.59723796304037,0.553828703959622,"WIHF"
0,2.9545,2.9545,0.9843,"WIHS"
0.05,2.92425,2.86453993307202,1.07426006692798,"WIHS"
0.22,2.638,2.66276049967376,1.27603950032624,"WIHS"
0.3,2.52525,2.64300537359537,1.29579462640463,"WIHS"
1.05,2.63025,2.56891468347694,1.36988531652307,"WIHS"
6.05,2.5365,2.55622927476913,1.38257072523087,"WIHS"
12.05,2.52375,2.55622924042695,1.38257075957305,"WIHS"
24.05,2.6355,2.55622924042695,1.38257075957306,"WIHS"
0,0.06885,0.06885,1.021533333,"WILF"
0.05,0.3226,0.183194024854847,0.907189308145153,"WILF"
0.22,0.45325,0.411894607974675,0.678488725025324,"WILF"
0.3,0.44895,0.424232168606133,0.666151164393866,"WILF"
1.05,0.55455,0.516730503226518,0.573652829773481,"WILF"
6.05,0.6782,0.684481079439274,0.405902253560726,"WILF"
12.05,0.7014,0.695193353739131,0.395189979260868,"WILF"
24.05,0.785,0.695588570268419,0.394794762731577,"WILF"
0,0.08375,0.08375,0.952133333,"WILS"
0.05,0.27815,0.244641265514701,0.7912420674853,"WILS"
0.22,0.31815,0.386909041456807,0.648974291543194,"WILS"
0.3,0.3477,0.410179145102061,0.62570418789794,"WILS"
1.05,0.38335,0.414330072493146,0.621553260506855,"WILS"
6.05,0.4638,0.414330072646794,0.621553260353207,"WILS"
12.05,0.44305,0.414330072646794,0.621553260353207,"WILS"
24.05,0.5269,0.414330072646794,0.621553260353207,"WILS"
0,3.0025,3.0025,0.968466667,"WMHF"
0.05,3.798,3.74413226355416,0.226834403445842,"WMHF"
0.22,3.602,3.5140025594562,0.4569641075438,"WMHF"
0.3,3.587,3.5041970064675,0.466769660532505,"WMHF"
1.05,3.315,3.50413764866597,0.466829018334032,"WMHF"
6.05,3.5265,3.50413764866597,0.466829018334032,"WMHF"
12.05,3.61725,3.50413764866597,0.466829018334032,"WMHF"
24.05,3.4215,3.50413764866597,0.466829018334032,"WMHF"
0,2.9545,2.9545,0.971433333,"WMHS"
0.05,3.3735,3.19601794945466,0.729915383545342,"WMHS"
0.22,3.0545,3.35644221465111,0.569491118348888,"WMHS"
0.3,3.0025,3.22715971115742,0.698773621842587,"WMHS"
1.05,2.7945,2.81670524213653,1.10922809086347,"WMHS"
6.05,2.7915,2.7734576967037,1.1524756362963,"WMHS"
12.05,2.76825,2.77345768961774,1.15247564338226,"WMHS"
24.05,2.7745,2.77345768961774,1.15247564338226,"WMHS"
0,0.04185,0.04185,1.001633333,"WMLF"
0.05,1.05785,1.02601448044358,0.0174688525564171,"WMLF"
0.22,0.78645,0.83743700272985,0.20604633027015,"WMLF"
0.3,0.811425,0.774422791071542,0.269060541928458,"WMLF"
1.05,0.6248,0.765147699456984,0.278335633543016,"WMLF"
6.05,0.78475,0.765147699376005,0.278335633623996,"WMLF"
12.05,0.88345,0.765147699376005,0.278335633623996,"WMLF"
24.05,0.8753,0.765147699376005,0.278335633623996,"WMLF"
0,0.0721,0.0721,0.990733333,"WMLS"
0.05,0.646425,0.599793515614931,0.463039817385069,"WMLS"
0.22,0.61125,0.65249583139934,0.41033750160066,"WMLS"
0.3,0.5584,0.586115966221703,0.476717366778297,"WMLS"
1.05,0.4986,0.561110329957214,0.501723003042786,"WMLS"
6.05,0.63745,0.561110199091661,0.501723133908338,"WMLS"
12.05,0.5862,0.561110199091661,0.501723133908338,"WMLS"
24.05,0.63825,0.561110199091661,0.501723133908338,"WMLS"
0,3.0375,3.0375,0.981733333,"PCHF"
0.05,3.754,3.9271709538638,0.0920623791361967,"PCHF"
0.22,3.257,3.97688909460572,0.0423442383942763,"PCHF"
0.3,3.301,3.93868708165407,0.0805462513459185,"PCHF"
1.05,3.819,3.81195117954146,0.207282153458536,"PCHF"
6.05,3.96075,3.79676067579036,0.222472657209641,"PCHF"
12.05,3.6695,3.79676067043533,0.222472662564672,"PCHF"
24.05,3.95325,3.79676067043533,0.222472662564672,"PCHF"
0,3.125,3.125,0.919966667,"PCHS"
0.05,3.29025,2.86795957625101,1.17700709074899,"PCHS"
0.22,2.181,2.6807535921723,1.3642130748277,"PCHS"
0.3,2.8,2.89557179212936,1.14939487487064,"PCHS"
1.05,3.05925,3.07567202768961,0.969294639310389,"PCHS"
6.05,3.06675,3.07578695091582,0.969179716084184,"PCHS"
12.05,3.045,3.07578695091582,0.969179716084184,"PCHS"
24.05,3.117,3.07578695091582,0.969179716084184,"PCHS"
0,0.10055,0.10055,0.995,"PCLF"
0.05,0.44985,0.319709236856429,0.775840763143571,"PCLF"
0.22,0.45185,0.566429496464824,0.529120503535176,"PCLF"
0.3,0.44715,0.609147303935506,0.486402696064494,"PCLF"
1.05,0.58585,0.621531877227253,0.474018122772747,"PCLF"
6.05,0.72205,0.621531888730357,0.474018111269643,"PCLF"
12.05,0.67775,0.621531888730357,0.474018111269643,"PCLF"
24.05,0.8059,0.621531888730357,0.474018111269643,"PCLF"
0,0.0856,0.0856,0.919966667,"PCLS"
0.05,0.3614,0.339127705962759,0.666438961037241,"PCLS"
0.22,0.3477,0.445960687492313,0.559605979507687,"PCLS"
0.3,0.37125,0.45091260610615,0.554654060893851,"PCLS"
1.05,0.4139,0.450962806125548,0.554603860874452,"PCLS"
6.05,0.53025,0.450962806125548,0.554603860874452,"PCLS"
12.05,0.4888,0.450962806125548,0.554603860874452,"PCLS"
24.05,0.562,0.450962806125548,0.554603860874452,"PCLS"
0,3.103,3.103,0.988366667,"PIHF"
0.05,3.305,3.15946034333507,0.931906323664925,"PIHF"
0.22,3.269,3.29846066485583,0.792906002144167,"PIHF"
0.3,3.3075,3.34638069966944,0.744985967330559,"PIHF"
1.05,3.4755,3.47572886905259,0.61563779794741,"PIHF"
6.05,3.4675,3.48411230911828,0.607254357881722,"PIHF"
12.05,3.512,3.48411230919362,0.607254357806383,"PIHF"
24.05,3.43875,3.48411230919362,0.607254357806383,"PIHF"
0,2.9545,2.9545,0.932833333,"PIHS"
0.05,2.979,2.86603843762325,1.02129489537675,"PIHS"
0.22,2.7575,2.70398950706368,1.18334382593632,"PIHS"
0.3,2.6275,2.66116737120999,1.22616596179001,"PIHS"
1.05,2.676,2.65571499126467,1.23161834173533,"PIHS"
6.05,2.6495,2.65571499124525,1.23161834175475,"PIHS"
12.05,2.6755,2.65571499124525,1.23161834175475,"PIHS"
24.05,2.7615,2.65571499124525,1.23161834175475,"PIHS"
0,0.06885,0.06885,0.988366667,"PILF"
0.05,0.385,0.362603412751337,0.694613254248663,"PILF"
0.22,0.4739,0.520873639334498,0.536343027665501,"PILF"
0.3,0.4422,0.535176407947519,0.522040259052481,"PILF"
1.05,0.51075,0.536772188427026,0.520444478572973,"PILF"
6.05,0.56265,0.536772188429439,0.52044447857056,"PILF"
12.05,0.61785,0.536772188429439,0.52044447857056,"PILF"
24.05,0.6269,0.536772188429439,0.52044447857056,"PILF"
0,0.08375,0.08375,0.971433333,"PILS"
0.05,0.3131,0.31040048945888,0.74478284354112,"PILS"
0.22,0.3253,0.37246001097455,0.68272332202545,"PILS"
0.3,0.3442,0.374563026003839,0.680620306996161,"PILS"
1.05,0.35575,0.37457542727272,0.68060790572728,"PILS"
6.05,0.38495,0.37457542727272,0.68060790572728,"PILS"
12.05,0.41295,0.37457542727272,0.68060790572728,"PILS"
24.05,0.43525,0.37457542727272,0.68060790572728,"PILS"
0,3.0025,3.0025,0.961833333,"PMHF"
0.05,3.3705,3.36155464867165,0.602778684328355,"PMHF"
0.22,3.39,3.61069817143966,0.353635161560344,"PMHF"
0.3,3.52875,3.61069870579649,0.353634627203513,"PMHF"
1.05,3.65925,3.61069870576934,0.353634627230662,"PMHF"
6.05,3.6655,3.61069870576934,0.353634627230662,"PMHF"
12.05,3.591,3.61069870576934,0.353634627230662,"PMHF"
24.05,3.86625,3.61069870576934,0.353634627230662,"PMHF"
0,2.9545,2.9545,0.9264,"PMHS"
0.05,2.9145,2.9815096106206,0.8993903893794,"PMHS"
0.22,2.9175,3.04218095124413,0.838719048755867,"PMHS"
0.3,3.201,3.04080970891357,0.840090291086431,"PMHS"
1.05,3.0855,3.02798433315018,0.852915666849822,"PMHS"
6.05,2.961,2.94385327676451,0.937046723235488,"PMHS"
12.05,2.8725,2.84597581451437,1.03492418548563,"PMHS"
24.05,2.817,2.65987540526101,1.22102459473899,"PMHS"
0,0.04185,0.04185,0.981733333,"PMLF"
0.05,0.52595,0.493061998774181,0.530521334225819,"PMLF"
0.22,0.5219,0.715875024721506,0.307708308278493,"PMLF"
0.3,0.66275,0.719378479121099,0.3042048538789,"PMLF"
1.05,0.61425,0.719384728622989,0.30419860437701,"PMLF"
6.05,0.788,0.719384728622989,0.30419860437701,"PMLF"
12.05,0.81615,0.719384728622989,0.30419860437701,"PMLF"
24.05,0.87225,0.719384728622989,0.30419860437701,"PMLF"
0,0.0721,0.0721,0.939266667,"PMLS"
0.05,0.37115,0.357596358335133,0.653770308664868,"PMLS"
0.22,0.39915,0.508360370901091,0.503006296098909,"PMLS"
0.3,0.4738,0.517629347278768,0.493737319721231,"PMLS"
1.05,0.454,0.517795320011226,0.493571346988774,"PMLS"
6.05,0.57375,0.517795320011226,0.493571346988774,"PMLS"
12.05,0.5668,0.517795320011226,0.493571346988774,"PMLS"
24.05,0.58425,0.517795320011226,0.493571346988774,"PMLS"
