time,X,DOC,type
13.4,JBHS,4.863212053,time-dep
13.5,JBHS,4.863212053,time-dep
13.6,JBHS,4.863212053,time-dep
13.7,JBHS,4.863212053,time-dep
13.8,JBHS,4.863212053,time-dep
13.9,JBHS,4.863212053,time-dep
14,JBHS,4.863212053,time-dep
14.1,JBHS,4.863212053,time-dep
14.2,JBHS,4.863212053,time-dep
14.3,JBHS,4.863212053,time-dep
14.4,JBHS,4.863212053,time-dep
14.5,JBHS,4.863212053,time-dep
14.6,JBHS,4.863212053,time-dep
14.7,JBHS,4.863212053,time-dep
14.8,JBHS,4.863212053,time-dep
14.9,JBHS,4.863212053,time-dep
15,JBHS,4.863212053,time-dep
15.1,JBHS,4.863212053,time-dep
15.2,JBHS,4.863212053,time-dep
15.3,JBHS,4.863212053,time-dep
15.4,JBHS,4.863212053,time-dep
15.5,JBHS,4.863212053,time-dep
15.6,JBHS,4.863212053,time-dep
15.7,JBHS,4.863212053,time-dep
15.8,JBHS,4.863212053,time-dep
15.9,JBHS,4.863212053,time-dep
16,JBHS,4.863212053,time-dep
16.1,JBHS,4.863212053,time-dep
16.2,JBHS,4.863212053,time-dep
16.3,JBHS,4.863212053,time-dep
16.4,JBHS,4.863212053,time-dep
16.5,JBHS,4.863212053,time-dep
16.6,JBHS,4.863212053,time-dep
16.7,JBHS,4.863212053,time-dep
16.8,JBHS,4.863212053,time-dep
16.9,JBHS,4.863212053,time-dep
17,JBHS,4.863212053,time-dep
17.1,JBHS,4.863212053,time-dep
17.2,JBHS,4.863212053,time-dep
17.3,JBHS,4.863212053,time-dep
17.4,JBHS,4.863212053,time-dep
17.5,JBHS,4.863212053,time-dep
17.6,JBHS,4.863212053,time-dep
17.7,JBHS,4.863212053,time-dep
17.8,JBHS,4.863212053,time-dep
17.9,JBHS,4.863212053,time-dep
18,JBHS,4.863212053,time-dep
18.1,JBHS,4.863212053,time-dep
18.2,JBHS,4.863212053,time-dep
18.3,JBHS,4.863212053,time-dep
18.4,JBHS,4.863212053,time-dep
18.5,JBHS,4.863212053,time-dep
18.6,JBHS,4.863212053,time-dep
18.7,JBHS,4.863212053,time-dep
18.8,JBHS,4.863212053,time-dep
18.9,JBHS,4.863212053,time-dep
19,JBHS,4.863212053,time-dep
19.1,JBHS,4.863212053,time-dep
19.2,JBHS,4.863212053,time-dep
19.3,JBHS,4.863212053,time-dep
19.4,JBHS,4.863212053,time-dep
19.5,JBHS,4.863212053,time-dep
19.6,JBHS,4.863212053,time-dep
19.7,JBHS,4.863212053,time-dep
19.8,JBHS,4.863212053,time-dep
19.9,JBHS,4.863212053,time-dep
20,JBHS,4.863212053,time-dep
20.1,JBHS,4.863212053,time-dep
20.2,JBHS,4.863212053,time-dep
20.3,JBHS,4.863212053,time-dep
20.4,JBHS,4.863212053,time-dep
20.5,JBHS,4.863212053,time-dep
20.6,JBHS,4.863212053,time-dep
20.7,JBHS,4.863212053,time-dep
20.8,JBHS,4.863212053,time-dep
20.9,JBHS,4.863212053,time-dep
21,JBHS,4.863212053,time-dep
21.1,JBHS,4.863212053,time-dep
21.2,JBHS,4.863212053,time-dep
21.3,JBHS,4.863212053,time-dep
21.4,JBHS,4.863212053,time-dep
21.5,JBHS,4.863212053,time-dep
21.6,JBHS,4.863212053,time-dep
21.7,JBHS,4.863212053,time-dep
21.8,JBHS,4.863212053,time-dep
21.9,JBHS,4.863212053,time-dep
22,JBHS,4.863212053,time-dep
22.1,JBHS,4.863212053,time-dep
22.2,JBHS,4.863212053,time-dep
22.3,JBHS,4.863212053,time-dep
22.4,JBHS,4.863212053,time-dep
22.5,JBHS,4.863212053,time-dep
22.6,JBHS,4.863212053,time-dep
22.7,JBHS,4.863212053,time-dep
22.8,JBHS,4.863212053,time-dep
22.9,JBHS,4.863212053,time-dep
23,JBHS,4.863212053,time-dep
23.1,JBHS,4.863212053,time-dep
23.2,JBHS,4.863212053,time-dep
23.3,JBHS,4.863212053,time-dep
23.4,JBHS,4.863212053,time-dep
23.5,JBHS,4.863212053,time-dep
23.6,JBHS,4.863212053,time-dep
23.7,JBHS,4.863212053,time-dep
23.8,JBHS,4.863212053,time-dep
23.9,JBHS,4.863212053,time-dep
24,JBHS,4.863212053,time-dep
0,JBLF,0.07702,time-dep
0.1,JBLF,0.87491576,time-dep
0.2,JBLF,0.94132358,time-dep
0.3,JBLF,0.934772337,time-dep
0.4,JBLF,0.934077423,time-dep
0.5,JBLF,0.934003669,time-dep
0.6,JBLF,0.933995885,time-dep
0.7,JBLF,0.933995065,time-dep
0.8,JBLF,0.93399498,time-dep
0.9,JBLF,0.93399497,time-dep
1,JBLF,0.933994969,time-dep
1.1,JBLF,0.933994969,time-dep
1.2,JBLF,0.933994969,time-dep
1.3,JBLF,0.933994969,time-dep
1.4,JBLF,0.933994969,time-dep
1.5,JBLF,0.933994969,time-dep
1.6,JBLF,0.933994969,time-dep
1.7,JBLF,0.933994969,time-dep
1.8,JBLF,0.933994969,time-dep
1.9,JBLF,0.933994969,time-dep
2,JBLF,0.933994969,time-dep
2.1,JBLF,0.933994969,time-dep
2.2,JBLF,0.933994969,time-dep
2.3,JBLF,0.933994969,time-dep
2.4,JBLF,0.933994969,time-dep
2.5,JBLF,0.933994969,time-dep
2.6,JBLF,0.933994969,time-dep
2.7,JBLF,0.933994969,time-dep
2.8,JBLF,0.933994969,time-dep
2.9,JBLF,0.933994969,time-dep
3,JBLF,0.933994969,time-dep
3.1,JBLF,0.933994969,time-dep
3.2,JBLF,0.933994969,time-dep
3.3,JBLF,0.933994969,time-dep
3.4,JBLF,0.933994969,time-dep
3.5,JBLF,0.933994969,time-dep
3.6,JBLF,0.933994969,time-dep
3.7,JBLF,0.933994969,time-dep
3.8,JBLF,0.933994969,time-dep
3.9,JBLF,0.933994969,time-dep
4,JBLF,0.933994969,time-dep
4.1,JBLF,0.933994969,time-dep
4.2,JBLF,0.933994969,time-dep
4.3,JBLF,0.933994969,time-dep
4.4,JBLF,0.933994969,time-dep
4.5,JBLF,0.933994969,time-dep
4.6,JBLF,0.933994969,time-dep
4.7,JBLF,0.933994969,time-dep
4.8,JBLF,0.933994969,time-dep
4.9,JBLF,0.933994969,time-dep
5,JBLF,0.933994969,time-dep
5.1,JBLF,0.933994969,time-dep
5.2,JBLF,0.933994969,time-dep
5.3,JBLF,0.933994969,time-dep
5.4,JBLF,0.933994969,time-dep
5.5,JBLF,0.933994969,time-dep
5.6,JBLF,0.933994969,time-dep
5.7,JBLF,0.933994969,time-dep
5.8,JBLF,0.933994969,time-dep
5.9,JBLF,0.933994969,time-dep
6,JBLF,0.933994969,time-dep
6.1,JBLF,0.933994969,time-dep
6.2,JBLF,0.933994969,time-dep
6.3,JBLF,0.933994969,time-dep
6.4,JBLF,0.933994969,time-dep
6.5,JBLF,0.933994969,time-dep
6.6,JBLF,0.933994969,time-dep
6.7,JBLF,0.933994969,time-dep
6.8,JBLF,0.933994969,time-dep
6.9,JBLF,0.933994969,time-dep
7,JBLF,0.933994969,time-dep
7.1,JBLF,0.933994969,time-dep
7.2,JBLF,0.933994969,time-dep
7.3,JBLF,0.933994969,time-dep
7.4,JBLF,0.933994969,time-dep
7.5,JBLF,0.933994969,time-dep
7.6,JBLF,0.933994969,time-dep
7.7,JBLF,0.933994969,time-dep
7.8,JBLF,0.933994969,time-dep
7.9,JBLF,0.933994969,time-dep
8,JBLF,0.933994969,time-dep
8.1,JBLF,0.933994969,time-dep
8.2,JBLF,0.933994969,time-dep
8.3,JBLF,0.933994969,time-dep
8.4,JBLF,0.933994969,time-dep
8.5,JBLF,0.933994969,time-dep
8.6,JBLF,0.933994969,time-dep
8.7,JBLF,0.933994969,time-dep
8.8,JBLF,0.933994969,time-dep
8.9,JBLF,0.933994969,time-dep
9,JBLF,0.933994969,time-dep
9.1,JBLF,0.933994969,time-dep
9.2,JBLF,0.933994969,time-dep
9.3,JBLF,0.933994969,time-dep
9.4,JBLF,0.933994969,time-dep
9.5,JBLF,0.933994969,time-dep
9.6,JBLF,0.933994969,time-dep
9.7,JBLF,0.933994969,time-dep
9.8,JBLF,0.933994969,time-dep
9.9,JBLF,0.933994969,time-dep
10,JBLF,0.933994969,time-dep
10.1,JBLF,0.933994969,time-dep
10.2,JBLF,0.933994969,time-dep
10.3,JBLF,0.933994969,time-dep
10.4,JBLF,0.933994969,time-dep
10.5,JBLF,0.933994969,time-dep
10.6,JBLF,0.933994969,time-dep
10.7,JBLF,0.933994969,time-dep
10.8,JBLF,0.933994969,time-dep
10.9,JBLF,0.933994969,time-dep
11,JBLF,0.933994969,time-dep
11.1,JBLF,0.933994969,time-dep
11.2,JBLF,0.933994969,time-dep
11.3,JBLF,0.933994969,time-dep
11.4,JBLF,0.933994969,time-dep
11.5,JBLF,0.933994969,time-dep
11.6,JBLF,0.933994969,time-dep
11.7,JBLF,0.933994969,time-dep
11.8,JBLF,0.933994969,time-dep
11.9,JBLF,0.933994969,time-dep
12,JBLF,0.933994969,time-dep
12.1,JBLF,0.933994969,time-dep
12.2,JBLF,0.933994969,time-dep
12.3,JBLF,0.933994969,time-dep
12.4,JBLF,0.933994969,time-dep
12.5,JBLF,0.933994969,time-dep
12.6,JBLF,0.933994969,time-dep
12.7,JBLF,0.933994969,time-dep
12.8,JBLF,0.933994969,time-dep
12.9,JBLF,0.933994969,time-dep
13,JBLF,0.933994969,time-dep
13.1,JBLF,0.933994969,time-dep
13.2,JBLF,0.933994969,time-dep
13.3,JBLF,0.933994969,time-dep
13.4,JBLF,0.933994969,time-dep
13.5,JBLF,0.933994969,time-dep
13.6,JBLF,0.933994969,time-dep
13.7,JBLF,0.933994969,time-dep
13.8,JBLF,0.933994969,time-dep
13.9,JBLF,0.933994969,time-dep
14,JBLF,0.933994969,time-dep
14.1,JBLF,0.933994969,time-dep
14.2,JBLF,0.933994969,time-dep
14.3,JBLF,0.933994969,time-dep
14.4,JBLF,0.933994969,time-dep
14.5,JBLF,0.933994969,time-dep
14.6,JBLF,0.933994969,time-dep
14.7,JBLF,0.933994969,time-dep
14.8,JBLF,0.933994969,time-dep
14.9,JBLF,0.933994969,time-dep
15,JBLF,0.933994969,time-dep
15.1,JBLF,0.933994969,time-dep
15.2,JBLF,0.933994969,time-dep
15.3,JBLF,0.933994969,time-dep
15.4,JBLF,0.933994969,time-dep
15.5,JBLF,0.933994969,time-dep
15.6,JBLF,0.933994969,time-dep
15.7,JBLF,0.933994969,time-dep
15.8,JBLF,0.933994969,time-dep
15.9,JBLF,0.933994969,time-dep
16,JBLF,0.933994969,time-dep
16.1,JBLF,0.933994969,time-dep
16.2,JBLF,0.933994969,time-dep
16.3,JBLF,0.933994969,time-dep
16.4,JBLF,0.933994969,time-dep
16.5,JBLF,0.933994969,time-dep
16.6,JBLF,0.933994969,time-dep
16.7,JBLF,0.933994969,time-dep
16.8,JBLF,0.933994969,time-dep
16.9,JBLF,0.933994969,time-dep
17,JBLF,0.933994969,time-dep
17.1,JBLF,0.933994969,time-dep
17.2,JBLF,0.933994969,time-dep
17.3,JBLF,0.933994969,time-dep
17.4,JBLF,0.933994969,time-dep
17.5,JBLF,0.933994969,time-dep
17.6,JBLF,0.933994969,time-dep
17.7,JBLF,0.933994969,time-dep
17.8,JBLF,0.933994969,time-dep
17.9,JBLF,0.933994969,time-dep
18,JBLF,0.933994969,time-dep
18.1,JBLF,0.933994969,time-dep
18.2,JBLF,0.933994969,time-dep
18.3,JBLF,0.933994969,time-dep
18.4,JBLF,0.933994969,time-dep
18.5,JBLF,0.933994969,time-dep
18.6,JBLF,0.933994969,time-dep
18.7,JBLF,0.933994969,time-dep
18.8,JBLF,0.933994969,time-dep
18.9,JBLF,0.933994969,time-dep
19,JBLF,0.933994969,time-dep
19.1,JBLF,0.933994969,time-dep
19.2,JBLF,0.933994969,time-dep
19.3,JBLF,0.933994969,time-dep
19.4,JBLF,0.933994969,time-dep
19.5,JBLF,0.933994969,time-dep
19.6,JBLF,0.933994969,time-dep
19.7,JBLF,0.933994969,time-dep
19.8,JBLF,0.933994969,time-dep
19.9,JBLF,0.933994969,time-dep
20,JBLF,0.933994969,time-dep
20.1,JBLF,0.933994969,time-dep
20.2,JBLF,0.933994969,time-dep
20.3,JBLF,0.933994969,time-dep
20.4,JBLF,0.933994969,time-dep
20.5,JBLF,0.933994969,time-dep
20.6,JBLF,0.933994969,time-dep
20.7,JBLF,0.933994969,time-dep
20.8,JBLF,0.933994969,time-dep
20.9,JBLF,0.933994969,time-dep
21,JBLF,0.933994969,time-dep
21.1,JBLF,0.933994969,time-dep
21.2,JBLF,0.933994969,time-dep
21.3,JBLF,0.933994969,time-dep
21.4,JBLF,0.933994969,time-dep
21.5,JBLF,0.933994969,time-dep
21.6,JBLF,0.933994969,time-dep
21.7,JBLF,0.933994969,time-dep
21.8,JBLF,0.933994969,time-dep
21.9,JBLF,0.933994969,time-dep
22,JBLF,0.933994969,time-dep
22.1,JBLF,0.933994969,time-dep
22.2,JBLF,0.933994969,time-dep
22.3,JBLF,0.933994969,time-dep
